"Turbulence_Intensity_(local)","X (m)","Y (m)","Z (m)"
0.114495064274856,165,25,30
0.109832506849415,167.5,25,30
0.119632576475095,170,25,30
0.10826741374247,172.5,25,30
0.104810422854754,175,25,30
0.104810422854754,177.5,25,30
0.113395923900908,180,25,30
0.113395923900908,182.5,25,30
0.103424207238695,185,25,30
0.103424207238695,187.5,25,30
0.103424207238695,190,25,30
0.117757055651526,192.5,25,30
0.117757055651526,195,25,30
0.10762960388752,197.5,25,30
0.10551625170963,200,25,30
0.105026974562533,202.5,25,30
0.105026974562533,205,25,30
0.105026974562533,207.5,25,30
0.105026974562533,210,25,30
0.105026974562533,212.5,25,30
0.104730966052265,215,25,30
0.104730966052265,217.5,25,30
0.104730966052265,220,25,30
0.104730966052265,222.5,25,30
0.104730966052265,225,25,30
0.104730966052265,227.5,25,30
0.11357654455495,230,25,30
0.10565006744198,232.5,25,30
0.104824254698336,235,25,30
0.104824254698336,237.5,25,30
0.104824254698336,240,25,30
0.104824254698336,242.5,25,30
0.110409557293456,245,25,30
0.103289082159003,247.5,25,30
0.103289082159003,250,25,30
0.103289082159003,252.5,25,30
0.103289082159003,255,25,30
0.103289082159003,257.5,25,30
0.109644528866624,137.5,25,30
0.109644528866624,140,25,30
0.117300638145313,142.5,25,30
0.117300638145313,145,25,30
0.108539819747068,147.5,25,30
0.11013501148272,150,25,30
0.111177314833495,152.5,25,30
0.105243497375244,155,25,30
0.105243497375244,157.5,25,30
0.113651135117837,160,25,30
0.113651135117837,162.5,25,30
0.105218173357616,260,25,30
0.105218173357616,262.5,25,30
0.105218173357616,265,25,30
0.105218173357616,267.5,25,30
0.114390220446274,270,25,30
0.114390220446274,272.5,25,30
0.103753925718073,275,25,30
0.103753925718073,277.5,25,30
0.103753925718073,280,25,30
0.104063975920672,282.5,25,30
0.104063975920672,285,25,30
0.109542005127089,287.5,25,30
0.11002772277196,290,25,30
0.102742500270075,292.5,25,30
0.102742500270075,295,25,30
0.102742500270075,297.5,25,30
0.102742500270075,300,25,30
0.102742500270075,302.5,25,30
0.102742500270075,305,25,30
0.102948011280037,307.5,25,30
0.102948011280037,310,25,30
0.102948011280037,312.5,25,30
0.102948011280037,315,25,30
0.102948011280037,317.5,25,30
0.102948011280037,320,25,30
0.104406027890549,322.5,25,30
0.102676526054529,325,25,30
0.102676526054529,327.5,25,30
0.102676526054529,330,25,30
0.102676526054529,332.5,25,30
0.102676526054529,335,25,30
0.104956524023451,337.5,25,30
0.104956524023451,340,25,30
0.104956524023451,342.5,25,30
0.104956524023451,345,25,30
0.103695370478694,347.5,25,30
0.103695370478694,350,25,30
0.103695370478694,352.5,25,30
0.101831039884904,355,25,30
0.101831039884904,357.5,25,30
0.101831039884904,360,25,30
0.101419754402034,362.5,25,30
0.101419754402034,365,25,30
0.101419754402034,367.5,25,30
0.109185636440577,370,25,30
0.109185636440577,372.5,25,30
0.102423486224485,375,25,30
0.107806786230582,377.5,25,30
0.107806786230582,380,25,30
0.100570943687832,382.5,25,30
0.100570943687832,385,25,30
0.100570943687832,387.5,25,30
0.100570943687832,390,25,30
0.104139468999936,392.5,25,30
0.102477088285525,395,25,30
0.102477088285525,397.5,25,30
0.102477088285525,400,25,30
0.11767190756884,30,25,30
0.11767190756884,32.5,25,30
0.112298179763741,35,25,30
0.112298179763741,37.5,25,30
0.11723035463049,40,25,30
0.11723035463049,42.5,25,30
0.127617215322506,45,25,30
0.127617215322506,47.5,25,30
0.127617215322506,50,25,30
0.110883833101575,52.5,25,30
0.122792032183008,55,25,30
0.113399153613284,57.5,25,30
0.113399153613284,60,25,30
0.113399153613284,62.5,25,30
0.10951281396996,65,25,30
0.113447125456707,67.5,25,30
0.113447125456707,70,25,30
0.129117968314193,72.5,25,30
0.11183378609394,75,25,30
0.114709353263849,77.5,25,30
0.114709353263849,80,25,30
0.114709353263849,82.5,25,30
0.1112753506847,85,25,30
0.1112753506847,87.5,25,30
0.112231754087537,90,25,30
0.112231754087537,92.5,25,30
0.115155900757165,95,25,30
0.111347135044374,97.5,25,30
0.111347135044374,100,25,30
0.114222963682585,102.5,25,30
0.114222963682585,105,25,30
0.111499965406777,107.5,25,30
0.111499965406777,110,25,30
0.112411914338993,112.5,25,30
0.112411914338993,115,25,30
0.114465596778033,117.5,25,30
0.108107646751418,120,25,30
