"Turbulence_Intensity_(local)","X (m)","Y (m)","Z (m)"
0.111148951229918,122.5,25,30
0.111148951229918,125,25,30
0.106046189080188,127.5,25,30
0.116122453772069,130,25,30
0.105347631834119,132.5,25,30
0.11632609089843,135,25,30
0.101522748263689,-32.5,25,30
0.101522748263689,-30,25,30
0.101522748263689,-27.5,25,30
0.101522748263689,-25,25,30
0.101522748263689,-22.5,25,30
0.102611041039235,-20,25,30
0.102611041039235,-17.5,25,30
0.102611041039235,-15,25,30
0.102611041039235,-12.5,25,30
0.10221372151742,-10,25,30
0.10221372151742,-7.5,25,30
0.10221372151742,-5,25,30
0.100252239408216,-2.5,25,30
0.100252239408216,0,25,30
0.0997523470719386,2.5,25,30
0.0987023783949678,5,25,30
0.0964717326975261,7.5,25,30
0.0957083676097058,10,25,30
0.0993398600734534,12.5,25,30
0.0962689412389379,15,25,30
0.0991900221304522,17.5,25,30
0.0991900221304522,20,25,30
0.108406724409324,22.5,25,30
0.104458679289254,25,25,30
0.113923242557326,27.5,25,30
0.0999977106640549,-100,25,30
0.0999977106640549,-97.5,25,30
0.0999977106640549,-95,25,30
0.100018013812536,-92.5,25,30
0.100018013812536,-90,25,30
0.10003328946781,-87.5,25,30
0.10003328946781,-85,25,30
0.100126396746431,-82.5,25,30
0.100126396746431,-80,25,30
0.100126396746431,-77.5,25,30
0.100126396746431,-75,25,30
0.100191938183866,-72.5,25,30
0.100191938183866,-70,25,30
0.100389854468477,-67.5,25,30
0.100389854468477,-65,25,30
0.100367759218853,-62.5,25,30
0.100367759218853,-60,25,30
0.100367759218853,-57.5,25,30
0.100924923796942,-55,25,30
0.100924923796942,-52.5,25,30
0.100924923796942,-50,25,30
0.100924923796942,-47.5,25,30
0.100924923796942,-45,25,30
0.101362312536677,-42.5,25,30
0.101362312536677,-40,25,30
0.101362312536677,-37.5,25,30
0.101362312536677,-35,25,30
